"jjj","margin","n","true_es","scale","equiv","hdi","bf","tost"
48,0.3,500,0.03,0.353553390593274,0.99568,0.995638080755532,0.99572,0.99564
49,0.1,50,0.04,0.353553390593274,0.055,0.05584,0.05636,0
50,0.2,50,0.04,0.353553390593274,0.08052,0.07828,0.08084,0
51,0.3,50,0.04,0.353553390593274,0.15356,0.14104,0.13716,0.00424
52,0.1,100,0.04,0.353553390593274,0.06168,0.0640025601024041,0.06292,0
53,0.2,100,0.04,0.353553390593274,0.13244,0.137605504220169,0.12992,0
54,0.3,100,0.04,0.353553390593274,0.38308,0.363094523780951,0.36544,0.34844
55,0.1,250,0.04,0.353553390593274,0.08648,0.09076,0.08596,0
56,0.2,250,0.04,0.353553390593274,0.42544,0.42652,0.42656,0.40956
57,0.3,250,0.04,0.353553390593274,0.88072,0.88048,0.88256,0.87988
58,0.1,500,0.04,0.353553390593274,0.141,0.146047628577146,0.147,0.00032
59,0.2,500,0.04,0.353553390593274,0.79428,0.794282511210762,0.79448,0.7938
60,0.3,500,0.04,0.353553390593274,0.99324,0.99319591755053,0.99312,0.99316
61,0.1,50,0.05,0.353553390593274,0.05448,0.0553266391967036,0.05608,0
62,0.2,50,0.05,0.353553390593274,0.08064,0.0772092651118134,0.07868,0
63,0.3,50,0.05,0.353553390593274,0.15244,0.140656878825459,0.13668,0.00344
64,0.1,100,0.05,0.353553390593274,0.06148,0.0605224208968359,0.05964,0
65,0.2,100,0.05,0.353553390593274,0.1282,0.131805272210888,0.12588,0
66,0.3,100,0.05,0.353553390593274,0.37688,0.357774310972439,0.36016,0.34104
67,0.1,250,0.05,0.353553390593274,0.08192,0.0838100572068648,0.08324,0
68,0.2,250,0.05,0.353553390593274,0.40356,0.404368524222907,0.40444,0.38752
69,0.3,250,0.05,0.353553390593274,0.86348,0.863303596431572,0.86572,0.86276
70,0.1,500,0.05,0.353553390593274,0.12656,0.132332933173269,0.13204,0.00028
71,0.2,500,0.05,0.353553390593274,0.75468,0.754972983790274,0.75536,0.75404
72,0.3,500,0.05,0.353553390593274,0.98976,0.989755902360944,0.99004,0.98976
73,0.1,50,0.06,0.353553390593274,0.05508,0.0545665479857583,0.05384,0
74,0.2,50,0.06,0.353553390593274,0.08016,0.0764491739008681,0.0774,0
75,0.3,50,0.06,0.353553390593274,0.15064,0.139416730007601,0.1342,0.00348
76,0.1,100,0.06,0.353553390593274,0.05816,0.0596495439270283,0.05788,0
77,0.2,100,0.06,0.353553390593274,0.12164,0.126460233637382,0.1224,0
78,0.3,100,0.06,0.353553390593274,0.36744,0.350136021763482,0.35168,0.3346
79,0.1,250,0.06,0.353553390593274,0.07444,0.0770092411089331,0.07632,0
80,0.2,250,0.06,0.353553390593274,0.38048,0.382205864703764,0.38116,0.36576
81,0.3,250,0.06,0.353553390593274,0.84152,0.841460975317038,0.84428,0.84108
82,0.1,500,0.06,0.353553390593274,0.11068,0.11533997678793,0.1168,0.00028
83,0.2,500,0.06,0.353553390593274,0.70708,0.707485988791033,0.7072,0.70672
84,0.3,500,0.06,0.353553390593274,0.98448,0.98451194621203,0.98444,0.9844
85,0.1,50,0.07,0.353553390593274,0.055,0.0552044163533083,0.05344,0
86,0.2,50,0.07,0.353553390593274,0.08048,0.0758460676854148,0.07444,0
87,0.3,50,0.07,0.353553390593274,0.14744,0.136370909672774,0.13216,0.003
88,0.1,100,0.07,0.353553390593274,0.05552,0.0564845187615009,0.05568,0
89,0.2,100,0.07,0.353553390593274,0.11732,0.12132970637651,0.11528,0
90,0.3,100,0.07,0.353553390593274,0.3576,0.34006720537643,0.34232,0.32556
91,0.1,250,0.07,0.353553390593274,0.06828,0.070608473016762,0.07096,0
92,0.2,250,0.07,0.353553390593274,0.35368,0.355322638716646,0.35432,0.34016
93,0.3,250,0.07,0.353553390593274,0.81528,0.815337840540865,0.81724,0.8146
94,0.1,500,0.07,0.353553390593274,0.09352,0.0965186074429772,0.09756,0.00024
95,0.2,500,0.07,0.353553390593274,0.65156,0.651869345929069,0.65232,0.65076
96,0.3,500,0.07,0.353553390593274,0.97696,0.976990796318527,0.97688,0.97692
97,0.1,50,0.08,0.353553390593274,0.05364,0.0537621504860194,0.05236,0
98,0.2,50,0.08,0.353553390593274,0.07728,0.0747629905196208,0.07276,0
99,0.3,50,0.08,0.353553390593274,0.14388,0.133365334613385,0.12932,0.00328
100,0.1,100,0.08,0.353553390593274,0.05264,0.0542886861897904,0.05424,0
101,0.2,100,0.08,0.353553390593274,0.113,0.115458473355737,0.11172,0
102,0.3,100,0.08,0.353553390593274,0.34588,0.326372219555129,0.32836,0.31252
103,0.1,250,0.08,0.353553390593274,0.0634,0.0655331066213243,0.0644,0
104,0.2,250,0.08,0.353553390593274,0.32664,0.327585517103421,0.32712,0.313
105,0.3,250,0.08,0.353553390593274,0.78784,0.787877575515103,0.79012,0.78696
106,0.1,500,0.08,0.353553390593274,0.07656,0.0797951098483333,0.0802,8e-05
107,0.2,500,0.08,0.353553390593274,0.5922,0.59240283392707,0.59284,0.5914
108,0.3,500,0.08,0.353553390593274,0.96632,0.966343845045622,0.9662,0.96608
109,0.1,50,0.09,0.353553390593274,0.0524,0.05212,0.05028,0
110,0.2,50,0.09,0.353553390593274,0.07592,0.07176,0.07328,0
111,0.3,50,0.09,0.353553390593274,0.14092,0.13184,0.12644,0.00332
112,0.1,100,0.09,0.353553390593274,0.05124,0.0517641411312905,0.05144,0
113,0.2,100,0.09,0.353553390593274,0.10772,0.110008800704056,0.1074,4e-05
114,0.3,100,0.09,0.353553390593274,0.33144,0.314265141211297,0.316,0.29916
115,0.1,250,0.09,0.353553390593274,0.05688,0.0581786171574904,0.0574,0
116,0.2,250,0.09,0.353553390593274,0.29724,0.29881562099872,0.29788,0.28332
117,0.3,250,0.09,0.353553390593274,0.75464,0.754521446862996,0.75728,0.75336
118,0.1,500,0.09,0.353553390593274,0.06016,0.0631027169781121,0.06316,0.00012
119,0.2,500,0.09,0.353553390593274,0.5304,0.530732292917167,0.53112,0.52968
120,0.3,500,0.09,0.353553390593274,0.9522,0.952182785802889,0.95236,0.95216
121,0.1,50,0.1,0.353553390593274,0.04852,0.0500840067205376,0.05,0
122,0.2,50,0.1,0.353553390593274,0.0728,0.0705256420513641,0.07132,0
123,0.3,50,0.1,0.353553390593274,0.138,0.129410352828226,0.12432,0.00284
124,0.1,100,0.1,0.353553390593274,0.04932,0.0500060007200864,0.05,0
125,0.2,100,0.1,0.353553390593274,0.10396,0.108613033564028,0.10336,4e-05
126,0.3,100,0.1,0.353553390593274,0.31536,0.2983958074969,0.30032,0.28392
127,0.1,250,0.1,0.353553390593274,0.0492,0.0500120028806914,0.05,0
128,0.2,250,0.1,0.353553390593274,0.26456,0.266503960950628,0.26564,0.254
129,0.3,250,0.1,0.353553390593274,0.71944,0.719372649435865,0.72172,0.71848
130,0.1,500,0.1,0.353553390593274,0.04764,0.0500260135270341,0.05,0.00016
131,0.2,500,0.1,0.353553390593274,0.47056,0.470738932031062,0.47052,0.46988
132,0.3,500,0.1,0.353553390593274,0.93504,0.935083646842232,0.93524,0.93488
133,0.1,50,0.11,0.353553390593274,0.04688,0.0501620064802592,0.049,0
134,0.2,50,0.11,0.353553390593274,0.06984,0.0685627425097004,0.07036,0
135,0.3,50,0.11,0.353553390593274,0.13464,0.124044961798472,0.12256,0.00264
136,0.1,100,0.11,0.353553390593274,0.04644,0.0480534549673909,0.04752,0
137,0.2,100,0.11,0.353553390593274,0.09924,0.104669307406074,0.09928,0
138,0.3,100,0.11,0.353553390593274,0.29812,0.283559396631057,0.28544,0.2702
139,0.1,250,0.11,0.353553390593274,0.04272,0.0450890178035607,0.04452,0
140,0.2,250,0.11,0.353553390593274,0.23496,0.235647129425885,0.23548,0.22496
141,0.3,250,0.11,0.353553390593274,0.68328,0.682856571314263,0.686,0.6816
142,0.1,500,0.11,0.353553390593274,0.038,0.0389709118553195,0.04,4e-05
143,0.2,500,0.11,0.353553390593274,0.4094,0.409811139564661,0.41012,0.40848
144,0.3,500,0.11,0.353553390593274,0.91268,0.912735565958468,0.91284,0.91244
145,0.1,50,0.12,0.353553390593274,0.04676,0.0489258711045325,0.04776,0
146,0.2,50,0.12,0.353553390593274,0.06872,0.0681681801816218,0.06736,0
147,0.3,50,0.12,0.353553390593274,0.12788,0.121374564947794,0.11808,0.00308
148,0.1,100,0.12,0.353553390593274,0.04412,0.0472456694803376,0.04616,0
149,0.2,100,0.12,0.353553390593274,0.0958,0.0978517422090651,0.09552,0.00012
150,0.3,100,0.12,0.353553390593274,0.28268,0.268072168660239,0.2694,0.25548
151,0.1,250,0.12,0.353553390593274,0.03908,0.0398447813737649,0.03876,0
152,0.2,250,0.12,0.353553390593274,0.20648,0.207544905388647,0.20716,0.19716
153,0.3,250,0.12,0.353553390593274,0.6432,0.643197183662039,0.64584,0.6424
154,0.1,500,0.12,0.353553390593274,0.03016,0.0317288840875445,0.03156,4e-05
155,0.2,500,0.12,0.353553390593274,0.34848,0.348631562099872,0.34876,0.34784
156,0.3,500,0.12,0.353553390593274,0.88376,0.883967510903053,0.88372,0.88348
