"jjj","margin","n","true_es","scale","equiv","hdi","bf","tost"
157,0.1,50,0.13,0.353553390593274,0.04664,0.0470056406768812,0.04612,0
158,0.2,50,0.13,0.353553390593274,0.06672,0.0658479017482098,0.06584,0
159,0.3,50,0.13,0.353553390593274,0.123,0.116974036884426,0.11404,0.00304
160,0.1,100,0.13,0.353553390593274,0.04332,0.0441305913419221,0.04408,0
161,0.2,100,0.13,0.353553390593274,0.08992,0.0943026326318316,0.09024,4e-05
162,0.3,100,0.13,0.353553390593274,0.26632,0.252860686564776,0.25408,0.24092
163,0.1,250,0.13,0.353553390593274,0.03316,0.034126825365073,0.03408,0
164,0.2,250,0.13,0.353553390593274,0.18028,0.180916183236647,0.18064,0.17108
165,0.3,250,0.13,0.353553390593274,0.60128,0.601440288057612,0.60364,0.60024
166,0.1,500,0.13,0.353553390593274,0.0218,0.0226890756302521,0.02316,4e-05
167,0.2,500,0.13,0.353553390593274,0.2936,0.294233001160604,0.29384,0.29312
168,0.3,500,0.13,0.353553390593274,0.84984,0.849859943977591,0.85036,0.84948
169,0.1,50,0.14,0.353553390593274,0.0444,0.0446089217843569,0.04432,0
170,0.2,50,0.14,0.353553390593274,0.0636,0.0626525305061012,0.06328,0
171,0.3,50,0.14,0.353553390593274,0.11924,0.112262452490498,0.11136,0.00284
172,0.1,100,0.14,0.353553390593274,0.04068,0.0423650838100572,0.04076,0
173,0.2,100,0.14,0.353553390593274,0.08556,0.0888906668800256,0.08356,0
174,0.3,100,0.14,0.353553390593274,0.25,0.238268592231068,0.23984,0.22684
175,0.1,250,0.14,0.353553390593274,0.02692,0.0283279318209099,0.02768,0
176,0.2,250,0.14,0.353553390593274,0.15364,0.15432321049894,0.1542,0.14616
177,0.3,250,0.14,0.353553390593274,0.55892,0.559116552634738,0.56144,0.55768
178,0.1,500,0.14,0.353553390593274,0.01532,0.0161632326465293,0.01664,0.00012
179,0.2,500,0.14,0.353553390593274,0.2418,0.241938065135633,0.24192,0.24132
180,0.3,500,0.14,0.353553390593274,0.80868,0.808601720344069,0.80876,0.80824
181,0.1,50,0.15,0.353553390593274,0.04072,0.042248449689938,0.04204,0
182,0.2,50,0.15,0.353553390593274,0.06096,0.0590918183636727,0.061,0
183,0.3,50,0.15,0.353553390593274,0.11484,0.108861772354471,0.10756,0.0026
184,0.1,100,0.15,0.353553390593274,0.03748,0.0391293910538529,0.03772,0
185,0.2,100,0.15,0.353553390593274,0.07992,0.0823397615427703,0.07912,0
186,0.3,100,0.15,0.353553390593274,0.23436,0.221053052732656,0.22316,0.21204
187,0.1,250,0.15,0.353553390593274,0.02196,0.0219670294494238,0.0222,0
188,0.2,250,0.15,0.353553390593274,0.13088,0.131882202304738,0.13148,0.12492
189,0.3,250,0.15,0.353553390593274,0.51344,0.513484314980794,0.51616,0.51192
190,0.1,500,0.15,0.353553390593274,0.00996,0.0105221044208842,0.01048,0
191,0.2,500,0.15,0.353553390593274,0.19296,0.193558711742348,0.19356,0.19264
192,0.3,500,0.15,0.353553390593274,0.7648,0.764752950590118,0.76528,0.76424
193,0.1,50,0.16,0.353553390593274,0.03848,0.0401232098567885,0.04084,0
194,0.2,50,0.16,0.353553390593274,0.05784,0.0559644771581727,0.05832,0
195,0.3,50,0.16,0.353553390593274,0.11128,0.104808384670774,0.10316,0.0024
196,0.1,100,0.16,0.353553390593274,0.03476,0.035284234108093,0.03484,0
197,0.2,100,0.16,0.353553390593274,0.07256,0.07520902508301,0.07288,0
198,0.3,100,0.16,0.353553390593274,0.21992,0.208985078209385,0.21004,0.19764
199,0.1,250,0.16,0.353553390593274,0.01724,0.0189237847569514,0.01928,0
200,0.2,250,0.16,0.353553390593274,0.10976,0.110542108421684,0.11012,0.105
201,0.3,250,0.16,0.353553390593274,0.46968,0.469773954790958,0.47196,0.46868
202,0.1,500,0.16,0.353553390593274,0.00708,0.00740148029605921,0.00764,0
203,0.2,500,0.16,0.353553390593274,0.15408,0.154110822164433,0.15388,0.15364
204,0.3,500,0.16,0.353553390593274,0.7132,0.713502700540108,0.7132,0.71284
205,0.1,50,0.17,0.353553390593274,0.0378,0.0394847381685802,0.03996,0
206,0.2,50,0.17,0.353553390593274,0.05484,0.0545265431851822,0.0564,0
207,0.3,50,0.17,0.353553390593274,0.10712,0.100012001440173,0.09828,0.00232
208,0.1,100,0.17,0.353553390593274,0.02992,0.0313675282067696,0.03212,0
209,0.2,100,0.17,0.353553390593274,0.06604,0.0686964871569177,0.06644,0
210,0.3,100,0.17,0.353553390593274,0.20456,0.193806513563255,0.19496,0.1852
211,0.1,250,0.17,0.353553390593274,0.01524,0.0152030406081216,0.0146,0
212,0.2,250,0.17,0.353553390593274,0.09324,0.0942188437687538,0.09364,0.08904
213,0.3,250,0.17,0.353553390593274,0.42524,0.425365073014603,0.4268,0.42392
214,0.1,500,0.17,0.353553390593274,0.00448,0.00476038083046644,0.0048,0
215,0.2,500,0.17,0.353553390593274,0.1178,0.118129450356028,0.11768,0.11736
216,0.3,500,0.17,0.353553390593274,0.65576,0.655732458596688,0.65664,0.655
217,0.1,50,0.18,0.353553390593274,0.03732,0.03788,0.03908,0
218,0.2,50,0.18,0.353553390593274,0.05456,0.05432,0.05444,0
219,0.3,50,0.18,0.353553390593274,0.10264,0.09556,0.09284,0.00228
220,0.1,100,0.18,0.353553390593274,0.02748,0.0291281558836474,0.02928,0
221,0.2,100,0.18,0.353553390593274,0.05956,0.0617372864402033,0.06044,0
222,0.3,100,0.18,0.353553390593274,0.19044,0.180050414115952,0.18124,0.17176
223,0.1,250,0.18,0.353553390593274,0.01204,0.0128025605121024,0.01192,0
224,0.2,250,0.18,0.353553390593274,0.0758,0.0768153630726145,0.07632,0.07176
225,0.3,250,0.18,0.353553390593274,0.38212,0.381996399279856,0.38456,0.38116
226,0.1,500,0.18,0.353553390593274,0.00308,0.00308036964435732,0.00312,0
227,0.2,500,0.18,0.353553390593274,0.0894,0.0896543446951512,0.0896,0.08924
228,0.3,500,0.18,0.353553390593274,0.5946,0.594711365363844,0.5952,0.5938
229,0.1,50,0.19,0.353553390593274,0.03584,0.0371244549345921,0.03736,0
230,0.2,50,0.19,0.353553390593274,0.0526,0.0524062887546506,0.0524,0
231,0.3,50,0.19,0.353553390593274,0.09896,0.0924510941312957,0.08976,0.002
232,0.1,100,0.19,0.353553390593274,0.02536,0.0252870803825071,0.02532,0
233,0.2,100,0.19,0.353553390593274,0.05304,0.0568159084543672,0.05564,8e-05
234,0.3,100,0.19,0.353553390593274,0.17516,0.166166526627456,0.16756,0.15748
235,0.1,250,0.19,0.353553390593274,0.00976,0.0105638029690689,0.01012,0
236,0.2,250,0.19,0.353553390593274,0.06072,0.0614621263654916,0.06112,0.05784
237,0.3,250,0.19,0.353553390593274,0.33904,0.339482213596895,0.342,0.33812
238,0.1,500,0.19,0.353553390593274,0.00172,0.00176007040281611,0.00176,0
239,0.2,500,0.19,0.353553390593274,0.06688,0.0670826833073323,0.06716,0.0668
240,0.3,500,0.19,0.353553390593274,0.5318,0.53198127925117,0.53256,0.53104
241,0.1,50,0.2,0.353553390593274,0.03504,0.0359257481196992,0.03584,0
242,0.2,50,0.2,0.353553390593274,0.05076,0.0499679948791807,0.05004,0
243,0.3,50,0.2,0.353553390593274,0.09384,0.0898143702992479,0.0858,0.00204
244,0.1,100,0.2,0.353553390593274,0.02308,0.0229655117228135,0.02232,0
245,0.2,100,0.2,0.353553390593274,0.04796,0.0500120028806914,0.05,4e-05
246,0.3,100,0.2,0.353553390593274,0.16028,0.15175642154117,0.153,0.14376
247,0.1,250,0.2,0.353553390593274,0.0078,0.00836301068384619,0.00824,0
248,0.2,250,0.2,0.353553390593274,0.04972,0.0500180064823336,0.05,0.0474
249,0.3,250,0.2,0.353553390593274,0.29832,0.298227361850266,0.30108,0.29708
250,0.1,500,0.2,0.353553390593274,0.00116,0.00120019203072492,0.00116,4e-05
251,0.2,500,0.2,0.353553390593274,0.04992,0.0500080012802048,0.05,0.04972
252,0.3,500,0.2,0.353553390593274,0.47136,0.471515442470795,0.47144,0.47064
253,0.1,50,0.21,0.353553390593274,0.03456,0.0349283828118749,0.03376,0
254,0.2,50,0.21,0.353553390593274,0.049,0.0482915899815956,0.04824,0
255,0.3,50,0.21,0.353553390593274,0.09004,0.0853404817156117,0.08308,0.00228
256,0.1,100,0.21,0.353553390593274,0.0196,0.0208074906966508,0.02072,0
257,0.2,100,0.21,0.353553390593274,0.04432,0.0451762634548437,0.04472,8e-05
258,0.3,100,0.21,0.353553390593274,0.14608,0.136569164899364,0.13808,0.13008
259,0.1,250,0.21,0.353553390593274,0.00628,0.00652234804529631,0.0062,0
260,0.2,250,0.21,0.353553390593274,0.03976,0.0403745348325397,0.03996,0.03784
261,0.3,250,0.21,0.353553390593274,0.26064,0.260733864191109,0.26232,0.2598
262,0.1,500,0.21,0.353553390593274,0.00064,0.00064,0.00068,0
263,0.2,500,0.21,0.353553390593274,0.03584,0.03592,0.03568,0.03564
264,0.3,500,0.21,0.353553390593274,0.40992,0.4102,0.41068,0.40904
265,0.1,50,0.22,0.353553390593274,0.0312,0.0322864572914583,0.032,0
266,0.2,50,0.22,0.353553390593274,0.045,0.045369073814763,0.04632,0
267,0.3,50,0.22,0.353553390593274,0.08656,0.08125625125025,0.07968,0.00252
268,0.1,100,0.22,0.353553390593274,0.0186,0.0200472169981193,0.01904,0
269,0.2,100,0.22,0.353553390593274,0.04076,0.0416950102036733,0.03972,0
270,0.3,100,0.22,0.353553390593274,0.13112,0.124244728102117,0.12528,0.11688
271,0.1,250,0.22,0.353553390593274,0.00516,0.00564135392494199,0.00564,0
272,0.2,250,0.22,0.353553390593274,0.0316,0.0320877010482516,0.032,0.03008
273,0.3,250,0.22,0.353553390593274,0.22556,0.225294070576938,0.22796,0.22448
274,0.1,500,0.22,0.353553390593274,0.00032,0.000280022401792143,0.00032,0
275,0.2,500,0.22,0.353553390593274,0.0248,0.0248019841587327,0.02476,0.02468
276,0.3,500,0.22,0.353553390593274,0.3488,0.348827906232499,0.349,0.34808
277,0.1,50,0.23,0.353553390593274,0.02788,0.0304460892178436,0.0302,0
278,0.2,50,0.23,0.353553390593274,0.04256,0.0424884976995399,0.04328,0
279,0.3,50,0.23,0.353553390593274,0.08232,0.0780556111222244,0.07648,0.00184
280,0.1,100,0.23,0.353553390593274,0.01872,0.0176449405833633,0.01792,0
281,0.2,100,0.23,0.353553390593274,0.03724,0.039130956667867,0.037,4e-05
282,0.3,100,0.23,0.353553390593274,0.11868,0.112551514424039,0.11284,0.10656
283,0.1,250,0.23,0.353553390593274,0.00404,0.00436087217443489,0.0046,0
284,0.2,250,0.23,0.353553390593274,0.02552,0.0257651530306061,0.02572,0.0238
285,0.3,250,0.23,0.353553390593274,0.19348,0.193238647729546,0.19556,0.19256
286,0.1,500,0.23,0.353553390593274,8e-05,8e-05,0.00012,0
287,0.2,500,0.23,0.353553390593274,0.01568,0.0158,0.01564,0.01564
288,0.3,500,0.23,0.353553390593274,0.2938,0.29432,0.294,0.29332
289,0.1,50,0.24,0.353553390593274,0.02688,0.0292835140216826,0.02812,0
290,0.2,50,0.24,0.353553390593274,0.04024,0.0406848821858623,0.04092,0
291,0.3,50,0.24,0.353553390593274,0.07816,0.0737288474616954,0.07272,0.0022
292,0.1,100,0.24,0.353553390593274,0.01632,0.0169681447094605,0.01652,0
293,0.2,100,0.24,0.353553390593274,0.03392,0.035336961741636,0.03344,0
294,0.3,100,0.24,0.353553390593274,0.10732,0.100968464863134,0.10224,0.09452
295,0.1,250,0.24,0.353553390593274,0.00272,0.00292081782899212,0.00332,0
296,0.2,250,0.24,0.353553390593274,0.0196,0.0196855119433441,0.01964,0.01828
297,0.3,250,0.24,0.353553390593274,0.16348,0.163245708798464,0.16516,0.1626
298,0.1,500,0.24,0.353553390593274,0.00012,0.000120009600768061,0.00016,0
299,0.2,500,0.24,0.353553390593274,0.01088,0.0108408672693816,0.01088,0.01084
300,0.3,500,0.24,0.353553390593274,0.24196,0.241899351948156,0.24188,0.24148
301,0.1,50,0.25,0.353553390593274,0.02688,0.0275255051010202,0.02716,0
302,0.2,50,0.25,0.353553390593274,0.03844,0.0384076815363073,0.03932,0
303,0.3,50,0.25,0.353553390593274,0.07364,0.0703340668133627,0.06924,0.00232
304,0.1,100,0.25,0.353553390593274,0.0134,0.014405762304922,0.01392,0
305,0.2,100,0.25,0.353553390593274,0.0312,0.0308523409363745,0.02984,0
306,0.3,100,0.25,0.353553390593274,0.09364,0.0890356142456983,0.08956,0.08404
307,0.1,250,0.25,0.353553390593274,0.00212,0.00228036485837734,0.00244,0
308,0.2,250,0.25,0.353553390593274,0.01452,0.0148423747799648,0.01468,0.01376
309,0.3,250,0.25,0.353553390593274,0.13804,0.137942070731317,0.1392,0.13744
310,0.1,500,0.25,0.353553390593274,0.00012,0.00012,8e-05,0
311,0.2,500,0.25,0.353553390593274,0.00652,0.0066,0.00656,0.00652
312,0.3,500,0.25,0.353553390593274,0.19312,0.19356,0.1938,0.1928
313,0.1,50,0.26,0.353553390593274,0.02628,0.0261662799071777,0.02548,0
314,0.2,50,0.26,0.353553390593274,0.03744,0.0364887573017524,0.03628,0
315,0.3,50,0.26,0.353553390593274,0.06896,0.0657357765863807,0.065,0.00204
316,0.1,100,0.26,0.353553390593274,0.01252,0.0123649459783914,0.0114,0
317,0.2,100,0.26,0.353553390593274,0.02676,0.0276510604241697,0.0264,0
318,0.3,100,0.26,0.353553390593274,0.08436,0.0792717086834734,0.07992,0.0746
319,0.1,250,0.26,0.353553390593274,0.00144,0.00164039369448668,0.00164,0
320,0.2,250,0.26,0.353553390593274,0.01124,0.0114827558614067,0.0114,0.01072
321,0.3,250,0.26,0.353553390593274,0.11456,0.114467472193326,0.116,0.11408
322,0.1,500,0.26,0.353553390593274,8e-05,8e-05,4e-05,0
323,0.2,500,0.26,0.353553390593274,0.00432,0.00436,0.00452,0.00428
324,0.3,500,0.26,0.353553390593274,0.15416,0.15412,0.15392,0.15372
325,0.1,50,0.27,0.353553390593274,0.02348,0.0249279769526248,0.02352,0
326,0.2,50,0.27,0.353553390593274,0.03596,0.0344110115236876,0.03464,0
327,0.3,50,0.27,0.353553390593274,0.06488,0.0610995518565941,0.06084,0.00172
328,0.1,100,0.27,0.353553390593274,0.01108,0.0107634443021767,0.00972,0
329,0.2,100,0.27,0.353553390593274,0.02236,0.0232874519846351,0.02208,4e-05
330,0.3,100,0.27,0.353553390593274,0.07452,0.070862676056338,0.07128,0.06712
331,0.1,250,0.27,0.353553390593274,0.00088,0.000800032001280051,8e-04,0
332,0.2,250,0.27,0.353553390593274,0.00876,0.00880035201408056,0.0088,0.00808
333,0.3,250,0.27,0.353553390593274,0.09588,0.0957638305532221,0.0968,0.09556
334,0.1,500,0.27,0.353553390593274,4e-05,0,8e-05,0
335,0.2,500,0.27,0.353553390593274,0.00256,0.00256,0.00256,0.00256
336,0.3,500,0.27,0.353553390593274,0.11784,0.11784,0.11772,0.1174
337,0.1,50,0.28,0.353553390593274,0.02192,0.0216886754701881,0.02204,0
338,0.2,50,0.28,0.353553390593274,0.03236,0.0311324529811925,0.03216,0
339,0.3,50,0.28,0.353553390593274,0.0616,0.0578631452581032,0.05616,0.0016
340,0.1,100,0.28,0.353553390593274,0.00896,0.00912328438237766,0.0086,0
341,0.2,100,0.28,0.353553390593274,0.01936,0.0199671881877476,0.0188,0
342,0.3,100,0.28,0.353553390593274,0.06708,0.0635028610299708,0.06372,0.06012
343,0.1,250,0.28,0.353553390593274,0.00048,0.000600096015362458,6e-04,0
344,0.2,250,0.28,0.353553390593274,0.00608,0.00636101776284205,0.00624,0.00564
345,0.3,250,0.28,0.353553390593274,0.07664,0.0767722835653705,0.07752,0.0762
346,0.1,500,0.28,0.353553390593274,4e-05,4e-05,4e-05,0
347,0.2,500,0.28,0.353553390593274,0.00152,0.00152,0.00152,0.00152
348,0.3,500,0.28,0.353553390593274,0.08944,0.08964,0.08984,0.08928
349,0.1,50,0.29,0.353553390593274,0.01992,0.0212450988237177,0.021,0
350,0.2,50,0.29,0.353553390593274,0.02972,0.0297671441145875,0.02944,0
351,0.3,50,0.29,0.353553390593274,0.05752,0.053892934304233,0.05296,0.00108
352,0.1,100,0.29,0.353553390593274,0.00672,0.00688192693954307,0.0078,0
353,0.2,100,0.29,0.353553390593274,0.01652,0.0163245708798464,0.01576,0
354,0.3,100,0.29,0.353553390593274,0.05976,0.0559756731884928,0.0568,0.0524
355,0.1,250,0.29,0.353553390593274,0.00044,0.000360072014402881,0.00036,0
356,0.2,250,0.29,0.353553390593274,0.00416,0.00428085617123425,0.0042,0.00392
357,0.3,250,0.29,0.353553390593274,0.0612,0.0610922184436887,0.0618,0.06092
358,0.1,500,0.29,0.353553390593274,4e-05,4e-05,4e-05,0
359,0.2,500,0.29,0.353553390593274,0.00088,0.00092,0.00088,0.00088
360,0.3,500,0.29,0.353553390593274,0.06696,0.067,0.06716,0.0668
361,0.1,50,0.3,0.353553390593274,0.019,0.0198023762851542,0.01872,0
362,0.2,50,0.3,0.353553390593274,0.02752,0.0276033123974877,0.0278,0
363,0.3,50,0.3,0.353553390593274,0.05196,0.0499659959195103,0.05,0.00096
364,0.1,100,0.3,0.353553390593274,0.00612,0.00604241696678672,0.0062,0
365,0.2,100,0.3,0.353553390593274,0.01304,0.0140056022408964,0.0142,0
366,0.3,100,0.3,0.353553390593274,0.05252,0.0500200080032013,0.05,0.04644
367,0.1,250,0.3,0.353553390593274,0.00024,0.000240019201536123,0.00012,0
368,0.2,250,0.3,0.353553390593274,0.00296,0.00304024321945756,0.00296,0.00272
369,0.3,250,0.3,0.353553390593274,0.04996,0.0500440035202816,0.05,0.04964
370,0.1,500,0.3,0.353553390593274,0,0,0,0
371,0.2,500,0.3,0.353553390593274,0.00052,0.00052,0.00052,0.00052
372,0.3,500,0.3,0.353553390593274,0.04992,0.05,0.05,0.04972
373,0.1,50,0.31,0.353553390593274,0.01748,0.0184429508721395,0.01748,0
374,0.2,50,0.31,0.353553390593274,0.02544,0.0259641542646823,0.02512,0
375,0.3,50,0.31,0.353553390593274,0.04812,0.0467274763962234,0.04552,0.001
376,0.1,100,0.31,0.353553390593274,0.00548,0.00564248269238465,0.00536,0
377,0.2,100,0.31,0.353553390593274,0.01148,0.0124454760094442,0.01252,0
378,0.3,100,0.31,0.353553390593274,0.04564,0.0427788226819801,0.04344,0.03972
379,0.1,250,0.31,0.353553390593274,0.00012,0.000120004800192008,0.00016,0
380,0.2,250,0.31,0.353553390593274,0.00196,0.00200008000320013,0.00196,0.00176
381,0.3,250,0.31,0.353553390593274,0.03948,0.0395215808632345,0.03972,0.03924
382,0.1,500,0.31,0.353553390593274,0,0,0,0
383,0.2,500,0.31,0.353553390593274,0.00028,0.00028,0.00028,0.00028
384,0.3,500,0.31,0.353553390593274,0.03584,0.0358,0.03568,0.03564
385,0.1,50,0.32,0.353553390593274,0.01572,0.0163685116260455,0.01596,0
386,0.2,50,0.32,0.353553390593274,0.02276,0.0228118621683275,0.02372,0
387,0.3,50,0.32,0.353553390593274,0.04488,0.0433025173090007,0.0428,0.00076
388,0.1,100,0.32,0.353553390593274,0.00464,0.0054023770459002,0.005,0
389,0.2,100,0.32,0.353553390593274,0.01048,0.01096482452279,0.01096,0
390,0.3,100,0.32,0.353553390593274,0.0382,0.0358557765416783,0.03588,0.03352
391,0.1,250,0.32,0.353553390593274,0.00024,0.000240009600384015,0.00012,0
392,0.2,250,0.32,0.353553390593274,0.0012,0.00124004960198408,0.00124,0.00108
393,0.3,250,0.32,0.353553390593274,0.03108,0.031161246449858,0.03156,0.03104
394,0.1,500,0.32,0.353553390593274,0,0,0,0
395,0.2,500,0.32,0.353553390593274,0.00024,0.00024,0.00024,0.00024
396,0.3,500,0.32,0.353553390593274,0.0248,0.02476,0.02484,0.02468
397,0.1,50,0.33,0.353553390593274,0.01428,0.0148441563637819,0.01488,0
398,0.2,50,0.33,0.353553390593274,0.0214,0.0209658704437242,0.0216,0
399,0.3,50,0.33,0.353553390593274,0.04084,0.0402512703556996,0.0394,0.00076
400,0.1,100,0.33,0.353553390593274,0.00452,0.00440158457044536,0.00448,0
401,0.2,100,0.33,0.353553390593274,0.0094,0.00976351486535153,0.00948,0
402,0.3,100,0.33,0.353553390593274,0.03284,0.0300908326997719,0.03052,0.02824
403,0.1,250,0.33,0.353553390593274,0.00016,0.00016,8e-05,0
404,0.2,250,0.33,0.353553390593274,0.00088,0.00088,0.00088,8e-04
405,0.3,250,0.33,0.353553390593274,0.02464,0.02464,0.02508,0.02448
406,0.1,500,0.33,0.353553390593274,0,0,0,0
407,0.2,500,0.33,0.353553390593274,0.00016,0.00016,0.00016,0.00016
408,0.3,500,0.33,0.353553390593274,0.01568,0.01572,0.01564,0.01564
409,0.1,50,0.34,0.353553390593274,0.01304,0.01384498419431,0.01372,0
410,0.2,50,0.34,0.353553390593274,0.02024,0.0200872314033052,0.02012,0
411,0.3,50,0.34,0.353553390593274,0.0378,0.036973310391741,0.03604,6e-04
412,0.1,100,0.34,0.353553390593274,0.00392,0.00424186642122534,0.00436,0
413,0.2,100,0.34,0.353553390593274,0.00852,0.00848373284245068,0.00816,0
414,0.3,100,0.34,0.353553390593274,0.02804,0.0261715154668054,0.0266,0.02436
415,0.1,250,0.34,0.353553390593274,4e-05,0,0,0
416,0.2,250,0.34,0.353553390593274,6e-04,0.000600048003840307,6e-04,0.00056
417,0.3,250,0.34,0.353553390593274,0.01876,0.0188015041203296,0.01888,0.01868
418,0.1,500,0.34,0.353553390593274,0,0,0,0
419,0.2,500,0.34,0.353553390593274,0.00012,0.00012,0.00012,0.00012
420,0.3,500,0.34,0.353553390593274,0.01088,0.01096,0.01092,0.01084
421,0.1,50,0.35,0.353553390593274,0.0128,0.0124039692701665,0.01284,0
422,0.2,50,0.35,0.353553390593274,0.0178,0.017485595390525,0.01884,0
423,0.3,50,0.35,0.353553390593274,0.03468,0.0332106274007682,0.03268,0.00084
424,0.1,100,0.35,0.353553390593274,0.00356,0.00360086420740978,0.00368,0
425,0.2,100,0.35,0.353553390593274,0.00756,0.00792190125630151,0.00704,0
426,0.3,100,0.35,0.353553390593274,0.02332,0.0217252140513723,0.02172,0.02048
427,0.1,250,0.35,0.353553390593274,4e-05,4e-05,0,0
428,0.2,250,0.35,0.353553390593274,0.00044,0.00044,0.00044,0.00044
429,0.3,250,0.35,0.353553390593274,0.01416,0.0142,0.0144,0.01412
430,0.1,500,0.35,0.353553390593274,0,0,0,0
431,0.2,500,0.35,0.353553390593274,8e-05,8e-05,0.00012,8e-05
432,0.3,500,0.35,0.353553390593274,0.00652,0.00656,0.00656,0.00652
433,0.1,50,0.36,0.353553390593274,0.01208,0.011961913906225,0.01236,0
434,0.2,50,0.36,0.353553390593274,0.01768,0.0162025924147864,0.01728,0
435,0.3,50,0.36,0.353553390593274,0.03204,0.0300848135701712,0.02976,8e-04
436,0.1,100,0.36,0.353553390593274,0.0034,0.00344192747938846,0.00328,0
437,0.2,100,0.36,0.353553390593274,0.00608,0.00692387737132794,0.00648,0
438,0.3,100,0.36,0.353553390593274,0.01988,0.0190906907868406,0.01928,0.01788
439,0.1,250,0.36,0.353553390593274,0,0,0,0
440,0.2,250,0.36,0.353553390593274,0.00028,0.00028,0.00028,0.00028
441,0.3,250,0.36,0.353553390593274,0.01104,0.01108,0.01124,0.011
442,0.1,500,0.36,0.353553390593274,0,0,0,0
443,0.2,500,0.36,0.353553390593274,4e-05,4e-05,4e-05,4e-05
444,0.3,500,0.36,0.353553390593274,0.00432,0.00436,0.00448,0.00428
445,0.1,50,0.37,0.353553390593274,0.01064,0.0110035211267606,0.01108,0
446,0.2,50,0.37,0.353553390593274,0.0158,0.0145246478873239,0.01564,0
447,0.3,50,0.37,0.353553390593274,0.02924,0.0273287451984635,0.02744,0.00084
448,0.1,100,0.37,0.353553390593274,0.00256,0.00244048809761952,0.00228,0
449,0.2,100,0.37,0.353553390593274,0.00508,0.00536107221444289,0.00536,0
450,0.3,100,0.37,0.353553390593274,0.01732,0.0164832966593319,0.01668,0.01536
451,0.1,250,0.37,0.353553390593274,0,0,0,0
452,0.2,250,0.37,0.353553390593274,2e-04,2e-04,2e-04,2e-04
453,0.3,250,0.37,0.353553390593274,0.00836,0.00832,0.00832,0.00828
454,0.1,500,0.37,0.353553390593274,0,0,0,0
455,0.2,500,0.37,0.353553390593274,4e-05,4e-05,4e-05,4e-05
456,0.3,500,0.37,0.353553390593274,0.00256,0.00256,0.00256,0.00256
457,0.1,50,0.38,0.353553390593274,0.00992,0.00952609670188921,0.01008,0
458,0.2,50,0.38,0.353553390593274,0.014,0.0138888888888889,0.0144,0
459,0.3,50,0.38,0.353553390593274,0.02832,0.0250960614793468,0.02548,8e-04
460,0.1,100,0.38,0.353553390593274,0.00152,0.00156068670214895,0.0016,0
461,0.2,100,0.38,0.353553390593274,0.00408,0.00432190163672016,0.00468,0
462,0.3,100,0.38,0.353553390593274,0.01532,0.0144463563968146,0.01456,0.01316
463,0.1,250,0.38,0.353553390593274,0,0,0,0
464,0.2,250,0.38,0.353553390593274,4e-05,4e-05,4e-05,4e-05
465,0.3,250,0.38,0.353553390593274,0.00576,0.00568,0.00576,0.00568
466,0.1,500,0.38,0.353553390593274,0,0,0,0
467,0.2,500,0.38,0.353553390593274,0,0,0,0
468,0.3,500,0.38,0.353553390593274,0.00152,0.00152,0.00152,0.00152
469,0.1,50,0.39,0.353553390593274,0.00908,0.00876315473570485,0.00876,0
470,0.2,50,0.39,0.353553390593274,0.01328,0.0125245088231763,0.01356,0
471,0.3,50,0.39,0.353553390593274,0.02536,0.0234884558441039,0.02292,0.00076
472,0.1,100,0.39,0.353553390593274,0.00124,0.00128040973111396,0.00128,0
473,0.2,100,0.39,0.353553390593274,0.00284,0.00320102432778489,0.0032,0
474,0.3,100,0.39,0.353553390593274,0.01264,0.012083866837388,0.01212,0.01116
475,0.1,250,0.39,0.353553390593274,0,0,0,0
476,0.2,250,0.39,0.353553390593274,4e-05,4e-05,4e-05,4e-05
477,0.3,250,0.39,0.353553390593274,0.00396,0.00392,0.004,0.00396
478,0.1,500,0.39,0.353553390593274,0,0,0,0
479,0.2,500,0.39,0.353553390593274,0,0,0,0
480,0.3,500,0.39,0.353553390593274,0.00088,0.00088,0.00092,0.00088
481,0.1,50,0.4,0.353553390593274,0.00856,0.00832399551784857,0.00828,0
482,0.2,50,0.4,0.353553390593274,0.0126,0.0114855130462622,0.01172,0
483,0.3,50,0.4,0.353553390593274,0.0226,0.0221706419081159,0.0212,0.00088
484,0.1,100,0.4,0.353553390593274,0.00104,0.000920404978190404,0.00108,0
485,0.2,100,0.4,0.353553390593274,0.00228,0.00240105646484453,0.00248,0
486,0.3,100,0.4,0.353553390593274,0.01088,0.0104445956220737,0.0104,0.00976
487,0.1,250,0.4,0.353553390593274,0,0,0,0
488,0.2,250,0.4,0.353553390593274,0,0,0,0
489,0.3,250,0.4,0.353553390593274,0.00284,0.00284,0.0028,0.00276
490,0.1,500,0.4,0.353553390593274,0,0,0,0
491,0.2,500,0.4,0.353553390593274,0,0,0,0
492,0.3,500,0.4,0.353553390593274,0.00052,0.00052,0.00052,0.00052
493,0.1,50,0.41,0.353553390593274,0.00792,0.00844405314550985,0.00756,0
494,0.2,50,0.41,0.353553390593274,0.01152,0.0111253401632784,0.01056,0
495,0.3,50,0.41,0.353553390593274,0.02072,0.0190091243797023,0.01952,8e-04
496,0.1,100,0.41,0.353553390593274,8e-04,0.000840302508903205,0.00084,0
497,0.2,100,0.41,0.353553390593274,0.00192,0.00184066263854988,0.00184,0
498,0.3,100,0.41,0.353553390593274,0.00968,0.00868312592533312,0.00904,0.00796
499,0.1,250,0.41,0.353553390593274,0,0,0,0
